#    t(1)      varx(2)      vary(3)      varz(3)
3.835 0.27184 0.317471 0.364593
3.8355 0.272271 0.317755 0.365227
3.836 0.272696 0.31805 0.365856
3.8365 0.273113 0.318353 0.366482
3.837 0.273521 0.318664 0.367103
3.8375 0.273919 0.318978 0.367721
3.838 0.274305 0.319293 0.368338
3.8385 0.27468 0.319607 0.368953
3.839 0.275041 0.319917 0.369569
3.8395 0.275389 0.320222 0.370187
3.84 0.275723 0.320522 0.370808
3.8405 0.276044 0.320817 0.371431
3.841 0.276352 0.321107 0.372057
3.8415 0.276648 0.321394 0.372684
3.842 0.276933 0.321677 0.373311
3.8425 0.27721 0.321959 0.373937
3.843 0.277482 0.322238 0.37456
3.8435 0.277749 0.322518 0.375177
3.844 0.278015 0.322798 0.375788
3.8445 0.278282 0.323081 0.376391
3.845 0.278551 0.323366 0.376985
3.8455 0.278824 0.323658 0.377569
3.846 0.279102 0.323955 0.378144
3.8465 0.279385 0.324259 0.378709
3.847 0.279672 0.324571 0.379264
3.8475 0.279963 0.324892 0.379809
3.848 0.280257 0.325222 0.380346
3.8485 0.280553 0.325561 0.380874
3.849 0.280847 0.32591 0.381395
3.8495 0.28114 0.326268 0.381907
3.85 0.281428 0.326636 0.382413
3.8505 0.28171 0.327012 0.382911
3.851 0.281986 0.327396 0.383401
3.8515 0.282252 0.327786 0.383883
3.852 0.282508 0.328179 0.384356
3.8525 0.282753 0.328576 0.384818
3.853 0.282986 0.328972 0.38527
3.8535 0.283206 0.329365 0.38571
3.854 0.283416 0.329754 0.38614
3.8545 0.283614 0.330137 0.386559
3.855 0.283803 0.330513 0.386968
3.8555 0.283984 0.330879 0.387368
3.856 0.284159 0.331237 0.387761
3.8565 0.284328 0.331584 0.388147
3.857 0.284494 0.331921 0.388527
3.8575 0.284658 0.332248 0.388903
3.858 0.28482 0.332564 0.389276
3.8585 0.284981 0.332871 0.389645
3.859 0.285143 0.333168 0.390013
3.8595 0.285305 0.333458 0.390379
3.86 0.285466 0.333742 0.390745
3.8605 0.285628 0.334021 0.39111
3.861 0.28579 0.334296 0.391476
3.8615 0.285952 0.334573 0.391845
3.862 0.286114 0.334852 0.392218
3.8625 0.286275 0.335137 0.392596
3.863 0.286435 0.335431 0.392981
3.8635 0.286596 0.335736 0.393374
3.864 0.286755 0.336056 0.393775
3.8645 0.286916 0.336393 0.394184
3.865 0.287079 0.336748 0.394601
3.8655 0.287246 0.337123 0.395026
3.866 0.287417 0.337517 0.395457
3.8665 0.287598 0.337929 0.395893
3.867 0.287787 0.33836 0.396331
3.8675 0.287988 0.338806 0.396771
3.868 0.288204 0.339267 0.39721
3.8685 0.288435 0.339738 0.397645
3.869 0.288682 0.340219 0.398075
3.8695 0.288946 0.340707 0.398497
3.87 0.289228 0.341201 0.39891
3.8705 0.289529 0.341698 0.399313
3.871 0.289847 0.3422 0.399704
3.8715 0.290183 0.342705 0.400085
3.872 0.290537 0.343213 0.400455
3.8725 0.290908 0.343724 0.400816
3.873 0.291295 0.344239 0.40117
3.8735 0.291696 0.344757 0.401518
3.874 0.292112 0.345279 0.401865
3.8745 0.292541 0.345805 0.402212
3.875 0.292981 0.346334 0.402561
3.8755 0.29343 0.346865 0.402917
3.876 0.293889 0.347397 0.403281
3.8765 0.294354 0.347928 0.403655
3.877 0.294826 0.348457 0.404038
3.8775 0.295302 0.348983 0.404431
3.878 0.295783 0.349503 0.404834
3.8785 0.296269 0.350018 0.405246
3.879 0.296759 0.350525 0.405664
3.8795 0.297256 0.351026 0.406088
3.88 0.297761 0.351518 0.406517
3.8805 0.298276 0.352003 0.40695
3.881 0.298802 0.35248 0.407386
3.8815 0.29934 0.352948 0.407825
3.882 0.299888 0.353408 0.408267
3.8825 0.300448 0.353859 0.408713
3.883 0.301015 0.354302 0.409162
3.8835 0.301591 0.354737 0.409616
3.884 0.302174 0.355165 0.410076
3.8845 0.302764 0.355588 0.410542
3.885 0.303359 0.356007 0.411014
3.8855 0.30396 0.356427 0.411495
3.886 0.304564 0.356849 0.411985
3.8865 0.305173 0.357277 0.412486
3.887 0.305787 0.357714 0.412997
3.8875 0.306403 0.358162 0.413519
3.888 0.307025 0.358622 0.414054
3.8885 0.307651 0.359096 0.4146
3.889 0.308282 0.359584 0.415157
3.8895 0.308918 0.360085 0.415724
3.89 0.309558 0.3606 0.416301
3.8905 0.310203 0.361127 0.416884
3.891 0.310851 0.361666 0.417472
3.8915 0.311504 0.362215 0.418061
3.892 0.312161 0.362773 0.41865
3.8925 0.312823 0.36334 0.419237
3.893 0.313492 0.363916 0.419818
3.8935 0.314169 0.3645 0.420395
3.894 0.314854 0.365095 0.420965
3.8945 0.315548 0.365696 0.421531
3.895 0.31625 0.366307 0.422091
3.8955 0.316958 0.366926 0.422649
3.896 0.317671 0.367551 0.423204
3.8965 0.318385 0.368182 0.423759
3.897 0.319098 0.368819 0.424314
3.8975 0.319806 0.369457 0.424871
3.898 0.320506 0.370096 0.425432
3.8985 0.321197 0.370734 0.425997
3.899 0.321875 0.371369 0.426566
3.8995 0.322538 0.371999 0.427141
3.9 0.323187 0.372622 0.427722
3.9005 0.323819 0.373235 0.428307
3.901 0.324432 0.373837 0.428897
3.9015 0.325026 0.374427 0.429489
3.902 0.3256 0.375005 0.430082
3.9025 0.326153 0.375568 0.430674
3.903 0.326684 0.376116 0.431262
3.9035 0.327191 0.376648 0.431845
3.904 0.327677 0.377163 0.43242
3.9045 0.32814 0.377664 0.432984
3.905 0.328583 0.378147 0.433537
3.9055 0.329008 0.378615 0.434077
3.906 0.329417 0.379066 0.434605
3.9065 0.329814 0.379502 0.43512
3.907 0.330203 0.379922 0.435621
3.9075 0.330586 0.380325 0.436111
3.908 0.330968 0.380712 0.436589
3.9085 0.33135 0.381084 0.437056
3.909 0.331734 0.381443 0.437512
3.9095 0.332123 0.381788 0.437958
3.91 0.332516 0.382123 0.438394
3.9105 0.332916 0.382449 0.43882
3.911 0.333324 0.382768 0.439237
3.9115 0.333738 0.383083 0.439642
3.912 0.334161 0.383396 0.440038
3.9125 0.334594 0.38371 0.440424
3.913 0.335035 0.384024 0.440799
3.9135 0.335486 0.38434 0.441164
3.914 0.335947 0.384659 0.441517
3.9145 0.336416 0.384981 0.44186
3.915 0.336894 0.385306 0.442191
3.9155 0.337379 0.385633 0.442513
3.916 0.33787 0.385962 0.442825
3.9165 0.338366 0.386293 0.443129
3.917 0.338865 0.386623 0.443427
3.9175 0.339365 0.386954 0.443722
3.918 0.339866 0.387282 0.444015
3.9185 0.340368 0.387607 0.444312
3.919 0.340868 0.387929 0.444615
3.9195 0.341369 0.388248 0.444927
3.92 0.341869 0.388562 0.445251
3.9205 0.342371 0.388873 0.445589
3.921 0.342877 0.38918 0.445943
3.9215 0.343388 0.389484 0.446314
3.922 0.343908 0.389785 0.4467
3.9225 0.34444 0.390084 0.447102
3.923 0.344988 0.390381 0.447518
3.9235 0.345555 0.390675 0.447948
3.924 0.346144 0.390967 0.448389
3.9245 0.346758 0.391256 0.448839
3.925 0.347399 0.391541 0.449299
3.9255 0.348068 0.391823 0.449766
3.926 0.348766 0.3921 0.45024
3.9265 0.349492 0.392373 0.450719
3.927 0.350243 0.39264 0.451205
3.9275 0.351019 0.392902 0.451695
3.928 0.351815 0.393158 0.452189
3.9285 0.352628 0.393407 0.452687
3.929 0.353455 0.393647 0.453186
3.9295 0.354292 0.393881 0.453686
3.93 0.355136 0.394106 0.454182
3.9305 0.355983 0.394323 0.454673
3.931 0.356831 0.394534 0.455154
3.9315 0.357678 0.394738 0.455622
3.932 0.358522 0.394938 0.456075
3.9325 0.359361 0.395131 0.456508
3.933 0.360194 0.395321 0.45692
3.9335 0.361017 0.395508 0.457307
3.934 0.36183 0.39569 0.457667
3.9345 0.362632 0.395871 0.458
3.935 0.36342 0.396049 0.458304
3.9355 0.364194 0.396227 0.458578
3.936 0.364953 0.396407 0.458824
3.9365 0.365698 0.396591 0.459042
3.937 0.366428 0.396781 0.459234
3.9375 0.367144 0.39698 0.459402
3.938 0.367847 0.397191 0.459549
3.9385 0.368537 0.397416 0.459676
3.939 0.369217 0.397661 0.459787
3.9395 0.369887 0.397927 0.459883
3.94 0.370547 0.398218 0.459967
3.9405 0.371198 0.398539 0.460042
3.941 0.371843 0.398894 0.460108
3.9415 0.372481 0.399286 0.460168
3.942 0.373112 0.399719 0.460222
3.9425 0.373739 0.400195 0.460271
3.943 0.374362 0.400715 0.460318
3.9435 0.374982 0.40128 0.460359
3.944 0.375599 0.401889 0.460397
3.9445 0.376215 0.402539 0.460433
3.945 0.37683 0.403228 0.460464
3.9455 0.377444 0.40395 0.460494
3.946 0.378058 0.404701 0.460522
3.9465 0.378672 0.405475 0.460551
3.947 0.379284 0.406263 0.460581
3.9475 0.379895 0.407061 0.460614
3.948 0.380505 0.40786 0.460651
3.9485 0.381113 0.408655 0.460694
3.949 0.381719 0.409438 0.460744
3.9495 0.382323 0.410205 0.460802
3.95 0.382925 0.410953 0.460868
3.9505 0.383525 0.411676 0.460944
3.951 0.384122 0.412373 0.46103
3.9515 0.384715 0.413044 0.461126
3.952 0.385305 0.413689 0.46123
3.9525 0.38589 0.414308 0.461345
3.953 0.386472 0.414902 0.461467
3.9535 0.387049 0.415474 0.461597
3.954 0.387622 0.416025 0.461733
3.9545 0.38819 0.416557 0.461874
3.955 0.388754 0.417073 0.462018
3.9555 0.389315 0.417575 0.462164
3.956 0.389874 0.418065 0.46231
3.9565 0.390428 0.418546 0.462455
3.957 0.390981 0.419021 0.462598
3.9575 0.391533 0.419491 0.462738
3.958 0.392083 0.419961 0.462873
3.9585 0.392632 0.420433 0.463002
3.959 0.39318 0.420908 0.463124
3.9595 0.393727 0.42139 0.463236
3.96 0.394273 0.42188 0.463338
3.9605 0.394818 0.422382 0.463428
3.961 0.395362 0.422896 0.463504
3.9615 0.395905 0.423425 0.463568
3.962 0.396448 0.423969 0.463617
3.9625 0.396991 0.42453 0.463653
3.963 0.397534 0.425108 0.463677
3.9635 0.398079 0.425702 0.46369
3.964 0.398626 0.426312 0.463693
3.9645 0.399177 0.426936 0.463688
3.965 0.399731 0.427573 0.463677
3.9655 0.400291 0.428222 0.46366
3.966 0.400857 0.428878 0.463639
3.9665 0.401431 0.42954 0.463615
3.967 0.402013 0.430207 0.463588
3.9675 0.402605 0.430875 0.46356
3.968 0.403209 0.431544 0.463529
3.9685 0.403827 0.432213 0.463498
3.969 0.404461 0.432882 0.463465
3.9695 0.405114 0.43355 0.463432
3.97 0.405788 0.43422 0.463399
3.9705 0.406487 0.434892 0.463367
3.971 0.407212 0.435565 0.463339
3.9715 0.407963 0.436242 0.463316
3.972 0.408742 0.436923 0.4633
3.9725 0.409547 0.437609 0.463296
3.973 0.410379 0.438298 0.463305
3.9735 0.411236 0.438994 0.46333
3.974 0.412118 0.439695 0.463374
3.9745 0.413025 0.440402 0.46344
3.975 0.413956 0.441115 0.463528
3.9755 0.414911 0.441833 0.463641
3.976 0.415887 0.442555 0.46378
3.9765 0.416885 0.443281 0.463946
3.977 0.417901 0.444009 0.464138
3.9775 0.418936 0.444737 0.464358
3.978 0.419987 0.445464 0.464606
3.9785 0.421053 0.446187 0.464879
3.979 0.422131 0.446904 0.465178
3.9795 0.423221 0.447612 0.465501
3.98 0.424322 0.448308 0.465845
3.9805 0.425432 0.44899 0.466209
3.981 0.426549 0.449655 0.466591
3.9815 0.427673 0.450301 0.466988
3.982 0.428801 0.450928 0.467398
3.9825 0.42993 0.451535 0.46782
3.983 0.431057 0.45212 0.468251
3.9835 0.432182 0.452683 0.468692
3.984 0.433304 0.453223 0.469139
3.9845 0.43442 0.453738 0.469594
3.985 0.43553 0.454229 0.470056
3.9855 0.436636 0.454691 0.470522
3.986 0.437736 0.455126 0.470992
3.9865 0.438831 0.455532 0.471467
3.987 0.43992 0.45591 0.471944
3.9875 0.441005 0.45626 0.472423
3.988 0.442084 0.456586 0.472904
3.9885 0.443155 0.45689 0.473389
3.989 0.444219 0.457179 0.473878
3.9895 0.445271 0.457454 0.474373
3.99 0.446312 0.457723 0.474876
3.9905 0.447336 0.457991 0.475389
3.991 0.448342 0.458261 0.475913
3.9915 0.449323 0.458537 0.476448
3.992 0.450278 0.458823 0.476994
3.9925 0.451201 0.459123 0.477552
3.993 0.452088 0.459438 0.478119
3.9935 0.452518 0.459603 0.478407
